#WORD	NN	VB	JJ	RB	DT	IN	OT
public-address	1.000	0.000	0.000	0.000	0.000	0.000	0.000
publically	0.000	0.000	0.000	1.000	0.000	0.000	0.000
publicists	1.000	0.000	0.000	0.000	0.000	0.000	0.000
publick	0.000	0.000	1.000	0.000	0.000	0.000	0.000
pubs	1.000	0.000	0.000	0.000	0.000	0.000	0.000
puckering	0.000	1.000	0.000	0.000	0.000	0.000	0.000
puckish	0.000	0.000	1.000	0.000	0.000	0.000	0.000
puddings	1.000	0.000	0.000	0.000	0.000	0.000	0.000
puddingstone	1.000	0.000	0.000	0.000	0.000	0.000	0.000
puddle	1.000	0.000	0.000	0.000	0.000	0.000	0.000
pueri	1.000	0.000	0.000	0.000	0.000	0.000	0.000
puerile	0.000	0.000	1.000	0.000	0.000	0.000	0.000
puff	0.000	1.000	0.000	0.000	0.000	0.000	0.000
puffs	0.000	1.000	0.000	0.000	0.000	0.000	0.000
pug-nosed	0.000	0.000	1.000	0.000	0.000	0.000	0.000
puke	1.000	0.000	0.000	0.000	0.000	0.000	0.000
pullman's	1.000	0.000	0.000	0.000	0.000	0.000	0.000
pullmans	1.000	0.000	0.000	0.000	0.000	0.000	0.000
pulpits	1.000	0.000	0.000	0.000	0.000	0.000	0.000
pulsations	1.000	0.000	0.000	0.000	0.000	0.000	0.000
pulse-jet	1.000	0.000	0.000	0.000	0.000	0.000	0.000
pulse-timing	0.000	0.000	1.000	0.000	0.000	0.000	0.000
pulsed	0.000	1.000	0.000	0.000	0.000	0.000	0.000
pulverizing	0.000	1.000	0.000	0.000	0.000	0.000	0.000
pumblechook	1.000	0.000	0.000	0.000	0.000	0.000	0.000
pummeled	0.000	1.000	0.000	0.000	0.000	0.000	0.000
pump-priming	1.000	0.000	0.000	0.000	0.000	0.000	0.000
pumpkin	1.000	0.000	0.000	0.000	0.000	0.000	0.000
pun	1.000	0.000	0.000	0.000	0.000	0.000	0.000
punchbowl	1.000	0.000	0.000	0.000	0.000	0.000	0.000
punched-card	1.000	0.000	0.000	0.000	0.000	0.000	0.000
punched	0.000	1.000	0.000	0.000	0.000	0.000	0.000
punches	1.000	0.000	0.000	0.000	0.000	0.000	0.000
punching	0.500	0.500	0.000	0.000	0.000	0.000	0.000
punctuality	1.000	0.000	0.000	0.000	0.000	0.000	0.000
puncturing	0.000	1.000	0.000	0.000	0.000	0.000	0.000
punditry	1.000	0.000	0.000	0.000	0.000	0.000	0.000
pundits	1.000	0.000	0.000	0.000	0.000	0.000	0.000
pungency	1.000	0.000	0.000	0.000	0.000	0.000	0.000
pungently	0.000	0.000	0.000	0.000	0.000	0.000	1.000
punishable	0.000	0.000	1.000	0.000	0.000	0.000	0.000
punishes	0.000	1.000	0.000	0.000	0.000	0.000	0.000
punishing	0.000	1.000	0.000	0.000	0.000	0.000	0.000
punitive	0.000	0.000	1.000	0.000	0.000	0.000	0.000
punks	1.000	0.000	0.000	0.000	0.000	0.000	0.000
punster	1.000	0.000	0.000	0.000	0.000	0.000	0.000
punted	0.000	1.000	0.000	0.000	0.000	0.000	0.000
pupated	0.000	1.000	0.000	0.000	0.000	0.000	0.000
pupates	0.000	1.000	0.000	0.000	0.000	0.000	0.000
puppet's	1.000	0.000	0.000	0.000	0.000	0.000	0.000
puppies	1.000	0.000	0.000	0.000	0.000	0.000	0.000
puppyish	0.000	0.000	1.000	0.000	0.000	0.000	0.000
purcell	1.000	0.000	0.000	0.000	0.000	0.000	0.000
purchaser's	1.000	0.000	0.000	0.000	0.000	0.000	0.000
purdue's	1.000	0.000	0.000	0.000	0.000	0.000	0.000
purge	0.500	0.500	0.000	0.000	0.000	0.000	0.000
purging	0.500	0.500	0.000	0.000	0.000	0.000	0.000
purifying	0.000	1.000	0.000	0.000	0.000	0.000	0.000
purism	1.000	0.000	0.000	0.000	0.000	0.000	0.000
purists	1.000	0.000	0.000	0.000	0.000	0.000	0.000
puritan	0.000	0.000	1.000	0.000	0.000	0.000	0.000
puritanical	0.000	0.000	1.000	0.000	0.000	0.000	0.000
purling	0.000	1.000	0.000	0.000	0.000	0.000	0.000
purloined	0.000	1.000	0.000	0.000	0.000	0.000	0.000
purple-black	0.000	0.000	1.000	0.000	0.000	0.000	0.000
purpling	0.000	1.000	0.000	0.000	0.000	0.000	0.000
purportedly	0.000	0.000	0.000	1.000	0.000	0.000	0.000
purposed	0.000	1.000	0.000	0.000	0.000	0.000	0.000
purposefully	0.000	0.000	0.000	1.000	0.000	0.000	0.000
purposeless	0.000	0.000	1.000	0.000	0.000	0.000	0.000
purposively	0.000	0.000	0.000	1.000	0.000	0.000	0.000
purses	1.000	0.000	0.000	0.000	0.000	0.000	0.000
pursewarden	1.000	0.000	0.000	0.000	0.000	0.000	0.000
purtiest	0.000	0.000	1.000	0.000	0.000	0.000	0.000
purveyor	1.000	0.000	0.000	0.000	0.000	0.000	0.000
purveyors	1.000	0.000	0.000	0.000	0.000	0.000	0.000
pushin'	0.500	0.500	0.000	0.000	0.000	0.000	0.000
pussycat	1.000	0.000	0.000	0.000	0.000	0.000	0.000
put-upon	0.000	0.000	1.000	0.000	0.000	0.000	0.000
putains	1.000	0.000	0.000	0.000	0.000	0.000	0.000
putout	1.000	0.000	0.000	0.000	0.000	0.000	0.000
puttana	1.000	0.000	0.000	0.000	0.000	0.000	0.000
putted	0.000	1.000	0.000	0.000	0.000	0.000	0.000
putter	1.000	0.000	0.000	0.000	0.000	0.000	0.000
putty-like	0.000	0.000	1.000	0.000	0.000	0.000	0.000
putty	1.000	0.000	0.000	0.000	0.000	0.000	0.000
puzzlement	1.000	0.000	0.000	0.000	0.000	0.000	0.000
puzzler	1.000	0.000	0.000	0.000	0.000	0.000	0.000
pye	1.000	0.000	0.000	0.000	0.000	0.000	0.000
pyhrric	0.000	0.000	1.000	0.000	0.000	0.000	0.000
pynte	1.000	0.000	0.000	0.000	0.000	0.000	0.000
pyocanea	1.000	0.000	0.000	0.000	0.000	0.000	0.000
pyorrhea	1.000	0.000	0.000	0.000	0.000	0.000	0.000
pyramid	0.500	0.500	0.000	0.000	0.000	0.000	0.000
pyramidal	0.000	0.000	1.000	0.000	0.000	0.000	0.000
pyramids	1.000	0.000	0.000	0.000	0.000	0.000	0.000
pyre	1.000	0.000	0.000	0.000	0.000	0.000	0.000
pyrometers	1.000	0.000	0.000	0.000	0.000	0.000	0.000
pyrophosphate	1.000	0.000	0.000	0.000	0.000	0.000	0.000
pyschiatrist	1.000	0.000	0.000	0.000	0.000	0.000	0.000
pythagoreans	1.000	0.000	0.000	0.000	0.000	0.000	0.000
q3	1.000	0.000	0.000	0.000	0.000	0.000	0.000
quacked	0.000	1.000	0.000	0.000	0.000	0.000	0.000
quadrennial	0.000	0.000	1.000	0.000	0.000	0.000	0.000
quadriceps	1.000	0.000	0.000	0.000	0.000	0.000	0.000
quadrillion	0.000	0.000	0.000	0.000	0.000	0.000	1.000
quadripartite	0.000	0.000	1.000	0.000	0.000	0.000	0.000
quadruple	0.000	1.000	0.000	0.000	0.000	0.000	0.000
quadrupled	0.000	1.000	0.000	0.000	0.000	0.000	0.000
quadrupling	1.000	0.000	0.000	0.000	0.000	0.000	0.000
quagmire	1.000	0.000	0.000	0.000	0.000	0.000	0.000
quake's	1.000	0.000	0.000	0.000	0.000	0.000	0.000
quakeress	1.000	0.000	0.000	0.000	0.000	0.000	0.000
quaking	0.000	1.000	0.000	0.000	0.000	0.000	0.000
qualifying	0.000	1.000	0.000	0.000	0.000	0.000	0.000
qualms	1.000	0.000	0.000	0.000	0.000	0.000	0.000
quam	0.000	0.000	0.000	0.000	0.000	0.000	1.000
quarrymen	1.000	0.000	0.000	0.000	0.000	0.000	0.000
quarter-century-old	0.000	0.000	1.000	0.000	0.000	0.000	0.000
quarter-inch	1.000	0.000	0.000	0.000	0.000	0.000	0.000
quarter-to-quarter	0.000	0.000	1.000	0.000	0.000	0.000	0.000
quarterbacks	1.000	0.000	0.000	0.000	0.000	0.000	0.000
quarts	1.000	0.000	0.000	0.000	0.000	0.000	0.000
quartz	1.000	0.000	0.000	0.000	0.000	0.000	0.000
quashed	0.000	1.000	0.000	0.000	0.000	0.000	0.000
quasi-folk	0.000	0.000	1.000	0.000	0.000	0.000	0.000
quasi-governmental	0.000	0.000	1.000	0.000	0.000	0.000	0.000
quasi-mechanistic	0.000	0.000	1.000	0.000	0.000	0.000	0.000
quasi-performer	1.000	0.000	0.000	0.000	0.000	0.000	0.000
quasi-recitative	0.000	0.000	1.000	0.000	0.000	0.000	0.000
quaver	1.000	0.000	0.000	0.000	0.000	0.000	0.000
quavered	0.000	1.000	0.000	0.000	0.000	0.000	0.000
que	0.000	0.000	0.000	0.000	0.000	0.000	1.000
queasiness	1.000	0.000	0.000	0.000	0.000	0.000	0.000
quebec's	1.000	0.000	0.000	0.000	0.000	0.000	0.000
quebec	1.000	0.000	0.000	0.000	0.000	0.000	0.000
queerer	0.000	0.000	1.000	0.000	0.000	0.000	0.000
queerest	0.000	0.000	1.000	0.000	0.000	0.000	0.000
quelch	1.000	0.000	0.000	0.000	0.000	0.000	0.000
quelling	0.000	1.000	0.000	0.000	0.000	0.000	0.000
quench	0.000	1.000	0.000	0.000	0.000	0.000	0.000
quenching	1.000	0.000	0.000	0.000	0.000	0.000	0.000
querulous	0.000	0.000	1.000	0.000	0.000	0.000	0.000
querulously	0.000	0.000	0.000	1.000	0.000	0.000	0.000
query	1.000	0.000	0.000	0.000	0.000	0.000	0.000
querying	0.000	1.000	0.000	0.000	0.000	0.000	0.000
question-and-answer	1.000	0.000	0.000	0.000	0.000	0.000	0.000
questionaire	1.000	0.000	0.000	0.000	0.000	0.000	0.000
questioners	1.000	0.000	0.000	0.000	0.000	0.000	0.000
questioningly	0.000	0.000	0.000	1.000	0.000	0.000	0.000
queued	0.000	1.000	0.000	0.000	0.000	0.000	0.000
qui	0.000	0.000	0.000	0.000	0.000	0.000	1.000
quibble	0.000	1.000	0.000	0.000	0.000	0.000	0.000
quibs	1.000	0.000	0.000	0.000	0.000	0.000	0.000
quibusdam	0.000	0.000	0.000	0.000	0.000	0.000	1.000
quick-drying	0.000	0.000	1.000	0.000	0.000	0.000	0.000
quick-frozen	0.000	1.000	0.000	0.000	0.000	0.000	0.000
quick-handling	0.000	0.000	1.000	0.000	0.000	0.000	0.000
quick-kill	1.000	0.000	0.000	0.000	0.000	0.000	0.000
quick-wate	1.000	0.000	0.000	0.000	0.000	0.000	0.000
quicken	0.000	1.000	0.000	0.000	0.000	0.000	0.000
quickened	0.000	1.000	0.000	0.000	0.000	0.000	0.000
quickest	0.000	0.000	1.000	0.000	0.000	0.000	0.000
quickness	1.000	0.000	0.000	0.000	0.000	0.000	0.000
quickstep	0.500	0.500	0.000	0.000	0.000	0.000	0.000
quiet-spoken	0.000	0.000	1.000	0.000	0.000	0.000	0.000
quilted	0.000	1.000	0.000	0.000	0.000	0.000	0.000
quintana	1.000	0.000	0.000	0.000	0.000	0.000	0.000
quintet	1.000	0.000	0.000	0.000	0.000	0.000	0.000
quintets	1.000	0.000	0.000	0.000	0.000	0.000	0.000
quintillion	0.000	0.000	0.000	0.000	0.000	0.000	1.000
quipping	0.000	1.000	0.000	0.000	0.000	0.000	0.000
quirk	1.000	0.000	0.000	0.000	0.000	0.000	0.000
quirking	0.000	1.000	0.000	0.000	0.000	0.000	0.000
quirks	1.000	0.000	0.000	0.000	0.000	0.000	0.000
quits	0.000	1.000	0.000	0.000	0.000	0.000	0.000
quivered	0.000	1.000	0.000	0.000	0.000	0.000	0.000
quivers	1.000	0.000	0.000	0.000	0.000	0.000	0.000
quizzical	0.000	0.000	1.000	0.000	0.000	0.000	0.000
quod	0.000	0.000	0.000	0.000	0.000	0.000	1.000
quok	0.000	0.000	0.000	0.000	0.000	0.000	1.000
quyne	1.000	0.000	0.000	0.000	0.000	0.000	0.000
quyney	1.000	0.000	0.000	0.000	0.000	0.000	0.000
r-5th	1.000	0.000	0.000	0.000	0.000	0.000	0.000
r-6th	1.000	0.000	0.000	0.000	0.000	0.000	0.000
r-bergen	1.000	0.000	0.000	0.000	0.000	0.000	0.000
r-cape	1.000	0.000	0.000	0.000	0.000	0.000	0.000
r-warren	1.000	0.000	0.000	0.000	0.000	0.000	0.000
r.'s	1.000	0.000	0.000	0.000	0.000	0.000	0.000
r.a.f.	1.000	0.000	0.000	0.000	0.000	0.000	0.000
r.l.	1.000	0.000	0.000	0.000	0.000	0.000	0.000
ra	1.000	0.000	0.000	0.000	0.000	0.000	0.000
rabat	1.000	0.000	0.000	0.000	0.000	0.000	0.000
rabaul	1.000	0.000	0.000	0.000	0.000	0.000	0.000
rabbeting	1.000	0.000	0.000	0.000	0.000	0.000	0.000
rabies	1.000	0.000	0.000	0.000	0.000	0.000	0.000
raccoon	1.000	0.000	0.000	0.000	0.000	0.000	0.000
racers	1.000	0.000	0.000	0.000	0.000	0.000	0.000
racially	0.000	0.000	0.000	1.000	0.000	0.000	0.000
racie	1.000	0.000	0.000	0.000	0.000	0.000	0.000
racists	1.000	0.000	0.000	0.000	0.000	0.000	0.000
racked	0.000	1.000	0.000	0.000	0.000	0.000	0.000
racking	0.000	1.000	0.000	0.000	0.000	0.000	0.000
rackmil	1.000	0.000	0.000	0.000	0.000	0.000	0.000
racks	1.000	0.000	0.000	0.000	0.000	0.000	0.000
racquet	1.000	0.000	0.000	0.000	0.000	0.000	0.000
radar-type	1.000	0.000	0.000	0.000	0.000	0.000	0.000
radetzky	1.000	0.000	0.000	0.000	0.000	0.000	0.000
radhakrishnan	1.000	0.000	0.000	0.000	0.000	0.000	0.000
radiate	0.000	1.000	0.000	0.000	0.000	0.000	0.000
radiates	0.000	1.000	0.000	0.000	0.000	0.000	0.000
radiating	0.000	1.000	0.000	0.000	0.000	0.000	0.000
radiation-produced	0.000	0.000	1.000	0.000	0.000	0.000	0.000
radiocarbon	1.000	0.000	0.000	0.000	0.000	0.000	0.000
radioclast	1.000	0.000	0.000	0.000	0.000	0.000	0.000
radiography	1.000	0.000	0.000	0.000	0.000	0.000	0.000
radiomen	1.000	0.000	0.000	0.000	0.000	0.000	0.000
radionic	0.000	0.000	1.000	0.000	0.000	0.000	0.000
radiosterilized	0.000	1.000	0.000	0.000	0.000	0.000	0.000
rads	1.000	0.000	0.000	0.000	0.000	0.000	0.000
raesz	1.000	0.000	0.000	0.000	0.000	0.000	0.000
rafael	1.000	0.000	0.000	0.000	0.000	0.000	0.000
rafer	1.000	0.000	0.000	0.000	0.000	0.000	0.000
raffish	0.000	0.000	1.000	0.000	0.000	0.000	0.000
rafter	1.000	0.000	0.000	0.000	0.000	0.000	0.000
raftered	0.000	0.000	1.000	0.000	0.000	0.000	0.000
rafters	1.000	0.000	0.000	0.000	0.000	0.000	0.000
rafts	1.000	0.000	0.000	0.000	0.000	0.000	0.000
rages	1.000	0.000	0.000	0.000	0.000	0.000	0.000
raggedness	1.000	0.000	0.000	0.000	0.000	0.000	0.000
raided	0.000	1.000	0.000	0.000	0.000	0.000	0.000
raiders	1.000	0.000	0.000	0.000	0.000	0.000	0.000
rail-mobile	0.000	0.000	1.000	0.000	0.000	0.000	0.000
railbirds	1.000	0.000	0.000	0.000	0.000	0.000	0.000
raillery	1.000	0.000	0.000	0.000	0.000	0.000	0.000
railroader	1.000	0.000	0.000	0.000	0.000	0.000	0.000
railroading	1.000	0.000	0.000	0.000	0.000	0.000	0.000
railway-based	0.000	0.000	1.000	0.000	0.000	0.000	0.000
railways	1.000	0.000	0.000	0.000	0.000	0.000	0.000
raimu	1.000	0.000	0.000	0.000	0.000	0.000	0.000
rain's	0.000	1.000	0.000	0.000	0.000	0.000	0.000
rain-slick	0.000	0.000	1.000	0.000	0.000	0.000	0.000
rainbow-hued	0.000	0.000	1.000	0.000	0.000	0.000	0.000
raindrops	1.000	0.000	0.000	0.000	0.000	0.000	0.000
raine	1.000	0.000	0.000	0.000	0.000	0.000	0.000
rainless	0.000	0.000	1.000	0.000	0.000	0.000	0.000
raiser	1.000	0.000	0.000	0.000	0.000	0.000	0.000
raisin	1.000	0.000	0.000	0.000	0.000	0.000	0.000
rajah	1.000	0.000	0.000	0.000	0.000	0.000	0.000
rak	1.000	0.000	0.000	0.000	0.000	0.000	0.000
rakestraw	1.000	0.000	0.000	0.000	0.000	0.000	0.000
rakish	0.000	0.000	1.000	0.000	0.000	0.000	0.000
rakishly	0.000	0.000	0.000	1.000	0.000	0.000	0.000
rallied	0.000	1.000	0.000	0.000	0.000	0.000	0.000
rallying	0.500	0.500	0.000	0.000	0.000	0.000	0.000
ram	0.500	0.500	0.000	0.000	0.000	0.000	0.000
rambles	0.000	1.000	0.000	0.000	0.000	0.000	0.000
rambling	0.500	0.500	0.000	0.000	0.000	0.000	0.000
ramblings	1.000	0.000	0.000	0.000	0.000	0.000	0.000
ramification	1.000	0.000	0.000	0.000	0.000	0.000	0.000
ramillies	1.000	0.000	0.000	0.000	0.000	0.000	0.000
rammin'	0.000	1.000	0.000	0.000	0.000	0.000	0.000
ramming	0.000	1.000	0.000	0.000	0.000	0.000	0.000
rampage	1.000	0.000	0.000	0.000	0.000	0.000	0.000
ramps	1.000	0.000	0.000	0.000	0.000	0.000	0.000
ramsperger	1.000	0.000	0.000	0.000	0.000	0.000	0.000
ranches	0.500	0.500	0.000	0.000	0.000	0.000	0.000
rancho	1.000	0.000	0.000	0.000	0.000	0.000	0.000
rancidity	1.000	0.000	0.000	0.000	0.000	0.000	0.000
rand	1.000	0.000	0.000	0.000	0.000	0.000	0.000
randall	1.000	0.000	0.000	0.000	0.000	0.000	0.000
random-storage	1.000	0.000	0.000	0.000	0.000	0.000	0.000
randomization	1.000	0.000	0.000	0.000	0.000	0.000	0.000
randy	1.000	0.000	0.000	0.000	0.000	0.000	0.000
rangers	1.000	0.000	0.000	0.000	0.000	0.000	0.000
rank-and-file	1.000	0.000	0.000	0.000	0.000	0.000	0.000
ranke	1.000	0.000	0.000	0.000	0.000	0.000	0.000
rankest	0.000	0.000	1.000	0.000	0.000	0.000	0.000
rankin's	1.000	0.000	0.000	0.000	0.000	0.000	0.000
rankles	0.000	1.000	0.000	0.000	0.000	0.000	0.000
ransacking	0.000	1.000	0.000	0.000	0.000	0.000	0.000
ransy	1.000	0.000	0.000	0.000	0.000	0.000	0.000
ranted	0.000	1.000	0.000	0.000	0.000	0.000	0.000
ranyard	1.000	0.000	0.000	0.000	0.000	0.000	0.000
rapes	1.000	0.000	0.000	0.000	0.000	0.000	0.000
raphael's	1.000	0.000	0.000	0.000	0.000	0.000	0.000
raphaels	1.000	0.000	0.000	0.000	0.000	0.000	0.000
rapid-fire	1.000	0.000	0.000	0.000	0.000	0.000	0.000
rapid-transit	1.000	0.000	0.000	0.000	0.000	0.000	0.000
rapidly-diminishing	0.000	0.000	1.000	0.000	0.000	0.000	0.000
rapier	1.000	0.000	0.000	0.000	0.000	0.000	0.000
raping	0.000	1.000	0.000	0.000	0.000	0.000	0.000
rapoport	1.000	0.000	0.000	0.000	0.000	0.000	0.000
rapprochement	1.000	0.000	0.000	0.000	0.000	0.000	0.000
rapt	0.000	0.000	1.000	0.000	0.000	0.000	0.000
raptures	1.000	0.000	0.000	0.000	0.000	0.000	0.000
rapunzel	1.000	0.000	0.000	0.000	0.000	0.000	0.000
rarer	0.000	0.000	1.000	0.000	0.000	0.000	0.000
rarified	0.000	1.000	0.000	0.000	0.000	0.000	0.000
rascal	1.000	0.000	0.000	0.000	0.000	0.000	0.000
rascals	1.000	0.000	0.000	0.000	0.000	0.000	0.000
rash	0.000	0.000	1.000	0.000	0.000	0.000	0.000
raspberry	0.000	0.000	1.000	0.000	0.000	0.000	0.000
rasped	0.000	1.000	0.000	0.000	0.000	0.000	0.000
rasping	0.000	1.000	0.000	0.000	0.000	0.000	0.000
rasps	1.000	0.000	0.000	0.000	0.000	0.000	0.000
rastus	1.000	0.000	0.000	0.000	0.000	0.000	0.000
rat's	1.000	0.000	0.000	0.000	0.000	0.000	0.000
rat-a-tat-tatty	0.000	0.000	1.000	0.000	0.000	0.000	0.000
rat-face	1.000	0.000	0.000	0.000	0.000	0.000	0.000
rat-holes	1.000	0.000	0.000	0.000	0.000	0.000	0.000
ratable	0.000	0.000	1.000	0.000	0.000	0.000	0.000
ratcliffe	1.000	0.000	0.000	0.000	0.000	0.000	0.000
rateable	0.000	0.000	1.000	0.000	0.000	0.000	0.000
rathbones	1.000	0.000	0.000	0.000	0.000	0.000	0.000
ratify	0.000	1.000	0.000	0.000	0.000	0.000	0.000
ratiocinating	0.000	1.000	0.000	0.000	0.000	0.000	0.000
rationalistic	0.000	0.000	1.000	0.000	0.000	0.000	0.000
rationality	1.000	0.000	0.000	0.000	0.000	0.000	0.000
rationalizations	1.000	0.000	0.000	0.000	0.000	0.000	0.000
rationalized	0.000	1.000	0.000	0.000	0.000	0.000	0.000
rator	1.000	0.000	0.000	0.000	0.000	0.000	0.000
rattail	1.000	0.000	0.000	0.000	0.000	0.000	0.000
rattler	1.000	0.000	0.000	0.000	0.000	0.000	0.000
rattlers	1.000	0.000	0.000	0.000	0.000	0.000	0.000
rattles	0.000	1.000	0.000	0.000	0.000	0.000	0.000
ratto	1.000	0.000	0.000	0.000	0.000	0.000	0.000
rattzhenfuut	1.000	0.000	0.000	0.000	0.000	0.000	0.000
raucously	0.000	0.000	0.000	1.000	0.000	0.000	0.000
rauschenberg	1.000	0.000	0.000	0.000	0.000	0.000	0.000
rauschenbusch	1.000	0.000	0.000	0.000	0.000	0.000	0.000
ravel-like	0.000	0.000	1.000	0.000	0.000	0.000	0.000
ravencroft	1.000	0.000	0.000	0.000	0.000	0.000	0.000
ravines	1.000	0.000	0.000	0.000	0.000	0.000	0.000
raving	0.333	0.333	0.000	0.000	0.000	0.000	0.333
rawboned	0.000	0.000	1.000	0.000	0.000	0.000	0.000
rawhide	1.000	0.000	0.000	0.000	0.000	0.000	0.000
rayburn-johnson	1.000	0.000	0.000	0.000	0.000	0.000	0.000
raymondville	1.000	0.000	0.000	0.000	0.000	0.000	0.000
raymont	1.000	0.000	0.000	0.000	0.000	0.000	0.000
raynal	1.000	0.000	0.000	0.000	0.000	0.000	0.000
razing	0.000	1.000	0.000	0.000	0.000	0.000	0.000
razor-edged	0.000	0.000	1.000	0.000	0.000	0.000	0.000
razor-sharp	0.000	0.000	1.000	0.000	0.000	0.000	0.000
razorback	1.000	0.000	0.000	0.000	0.000	0.000	0.000
rbi's	1.000	0.000	0.000	0.000	0.000	0.000	0.000
rca-victor's	1.000	0.000	0.000	0.000	0.000	0.000	0.000
rdf	1.000	0.000	0.000	0.000	0.000	0.000	0.000
re-activate	0.000	1.000	0.000	0.000	0.000	0.000	0.000
re-adopt	0.000	1.000	0.000	0.000	0.000	0.000	0.000
re-arguing	0.000	1.000	0.000	0.000	0.000	0.000	0.000
re-assumed	0.000	1.000	0.000	0.000	0.000	0.000	0.000
re-creates	0.000	1.000	0.000	0.000	0.000	0.000	0.000
re-creation	1.000	0.000	0.000	0.000	0.000	0.000	0.000
re-declared	0.000	1.000	0.000	0.000	0.000	0.000	0.000
re-echo	0.000	1.000	0.000	0.000	0.000	0.000	0.000
re-emerged	0.000	1.000	0.000	0.000	0.000	0.000	0.000
re-emergence	1.000	0.000	0.000	0.000	0.000	0.000	0.000
re-emphasise	0.000	1.000	0.000	0.000	0.000	0.000	0.000
re-enacted	0.000	1.000	0.000	0.000	0.000	0.000	0.000
re-enacting	0.000	1.000	0.000	0.000	0.000	0.000	0.000
re-enactments	1.000	0.000	0.000	0.000	0.000	0.000	0.000
re-enforces	0.000	1.000	0.000	0.000	0.000	0.000	0.000
re-establish	0.000	1.000	0.000	0.000	0.000	0.000	0.000
re-establishing	0.000	1.000	0.000	0.000	0.000	0.000	0.000
re-evaluate	0.000	1.000	0.000	0.000	0.000	0.000	0.000
re-evaluation	1.000	0.000	0.000	0.000	0.000	0.000	0.000
re-examined	0.000	1.000	0.000	0.000	0.000	0.000	0.000
re-examines	0.000	1.000	0.000	0.000	0.000	0.000	0.000
re-explore	0.000	1.000	0.000	0.000	0.000	0.000	0.000
re-export	1.000	0.000	0.000	0.000	0.000	0.000	0.000
re-incorporated	0.000	1.000	0.000	0.000	0.000	0.000	0.000
re-introduction	1.000	0.000	0.000	0.000	0.000	0.000	0.000
re-living	1.000	0.000	0.000	0.000	0.000	0.000	0.000
re-moralizing	0.000	1.000	0.000	0.000	0.000	0.000	0.000
re-run	0.000	1.000	0.000	0.000	0.000	0.000	0.000
re-runs	1.000	0.000	0.000	0.000	0.000	0.000	0.000
re-scheduled	0.000	1.000	0.000	0.000	0.000	0.000	0.000
re-set	0.000	1.000	0.000	0.000	0.000	0.000	0.000
re-thinking	0.000	1.000	0.000	0.000	0.000	0.000	0.000
re-use	0.000	1.000	0.000	0.000	0.000	0.000	0.000
re-used	0.000	1.000	0.000	0.000	0.000	0.000	0.000
re-vision	1.000	0.000	0.000	0.000	0.000	0.000	0.000
re	1.000	0.000	0.000	0.000	0.000	0.000	0.000
reacquainted	0.000	1.000	0.000	0.000	0.000	0.000	0.000
reacts	0.000	1.000	0.000	0.000	0.000	0.000	0.000
read's	1.000	0.000	0.000	0.000	0.000	0.000	0.000
readapting	0.000	1.000	0.000	0.000	0.000	0.000	0.000
reading-rooms	1.000	0.000	0.000	0.000	0.000	0.000	0.000
readjusted	0.000	1.000	0.000	0.000	0.000	0.000	0.000
readying	0.000	1.000	0.000	0.000	0.000	0.000	0.000
reaffirms	0.000	1.000	0.000	0.000	0.000	0.000	0.000
reagent	1.000	0.000	0.000	0.000	0.000	0.000	0.000
real-analytic	0.000	0.000	1.000	0.000	0.000	0.000	0.000
realer	0.000	0.000	1.000	0.000	0.000	0.000	0.000
realest	0.000	0.000	1.000	0.000	0.000	0.000	0.000
realigning	0.000	1.000	0.000	0.000	0.000	0.000	0.000
realismo	1.000	0.000	0.000	0.000	0.000	0.000	0.000
realness	1.000	0.000	0.000	0.000	0.000	0.000	0.000
realtor's	1.000	0.000	0.000	0.000	0.000	0.000	0.000
realty	1.000	0.000	0.000	0.000	0.000	0.000	0.000
reaped	0.000	1.000	0.000	0.000	0.000	0.000	0.000
reaping	0.000	1.000	0.000	0.000	0.000	0.000	0.000
reappearing	0.000	1.000	0.000	0.000	0.000	0.000	0.000
reapportioned	0.000	1.000	0.000	0.000	0.000	0.000	0.000
reapportionment	1.000	0.000	0.000	0.000	0.000	0.000	0.000
reappraisals	1.000	0.000	0.000	0.000	0.000	0.000	0.000
rear-guard	1.000	0.000	0.000	0.000	0.000	0.000	0.000
rear-looking	0.000	0.000	1.000	0.000	0.000	0.000	0.000
rearguard	1.000	0.000	0.000	0.000	0.000	0.000	0.000
rearing	0.500	0.500	0.000	0.000	0.000	0.000	0.000
rearmed	0.000	1.000	0.000	0.000	0.000	0.000	0.000
rearranged	0.000	1.000	0.000	0.000	0.000	0.000	0.000
rearranging	0.000	1.000	0.000	0.000	0.000	0.000	0.000
reassembled	0.000	1.000	0.000	0.000	0.000	0.000	0.000
reassert	0.000	1.000	0.000	0.000	0.000	0.000	0.000
reasserting	0.000	1.000	0.000	0.000	0.000	0.000	0.000
reassign	0.000	1.000	0.000	0.000	0.000	0.000	0.000
reassure	0.000	1.000	0.000	0.000	0.000	0.000	0.000
reavey	1.000	0.000	0.000	0.000	0.000	0.000	0.000
reawaken	0.000	1.000	0.000	0.000	0.000	0.000	0.000
rebecca	1.000	0.000	0.000	0.000	0.000	0.000	0.000
rebellions	1.000	0.000	0.000	0.000	0.000	0.000	0.000
rebirth	1.000	0.000	0.000	0.000	0.000	0.000	0.000
rebound	0.500	0.500	0.000	0.000	0.000	0.000	0.000
rebuilds	0.000	1.000	0.000	0.000	0.000	0.000	0.000
