#WORD	noun	verb	adjective	adverb
philantropists	1	0	0	0
philco-sponsored	0	0	1	0
philco	1	0	0	0
philharmonic	1	0	0	0
philibert	1	0	0	0
philippe	1	0	0	0
philly	1	0	0	0
philmont	1	0	0	0
philologists	1	0	0	0
philosophically	0	0	0	1
philosophies	1	0	0	0
philosophized	0	1	0	0
phineoppus	1	0	0	0
phis	1	0	0	0
phloem	1	0	0	0
phobic-like	0	0	1	0
phonetics	1	0	0	0
phonic	0	0	1	0
phonographs	1	0	0	0
phosgene	1	0	0	0
phosphate-buffered	0	0	1	0
phosphates	1	0	0	0
phosphide	1	0	0	0
phosphines	1	0	0	0
phosphor-screen	1	0	0	0
phosphorescent	0	0	1	0
phosphors	1	0	0	0
phosphorus-bridged	0	0	1	0
phosphorus	1	0	0	0
photo-montage	1	0	0	0
photo-offset	1	0	0	0
photoelectrons	1	0	0	0
photofloodlights	1	0	0	0
photographically	0	0	0	1
photoluminescence	1	0	0	0
photomicrograph	1	0	0	0
photomicrography	1	0	0	0
photon-counting	0	0	1	0
photorealism	1	0	0	0
photosensitive	0	0	1	0
phouma's	1	0	0	0
phrasemaking	1	0	0	0
phrasings	1	0	0	0
phthalate	1	0	0	0
phyla	1	0	0	0
physical-chemical	0	0	1	0
physicalness	1	0	0	0
physician's	1	0	0	0
physicochemical	0	0	1	0
physiochemical	0	0	1	0
physiologically	0	0	0	1
physiologist	1	0	0	0
physiotherapist	1	0	0	0
pianism	1	0	0	0
pianistic	0	0	1	0
piazzas	1	0	0	0
piazzo	1	0	0	0
picayune	0	0	1	0
piccadilly	1	0	0	0
pickaxe	1	0	0	0
picker	1	0	0	0
pickering	1	0	0	0
pickfair	1	0	0	0
pickford	1	0	0	0
pickins	1	0	0	0
pickle	1	0	0	0
pickles	1	0	0	0
pickman	1	0	0	0
picnicked	0	1	0	0
picnickers	1	0	0	0
picon	1	0	0	0
pictorially	0	0	0	1
picture-images	1	0	0	0
picture-palace	1	0	0	0
picturing	0	0	0	0
piddling	0	1	0	0
piecemeal	0	0	0	0
piecewise	0	0	0	1
piedmont	1	0	0	0
piepsam's	1	0	0	0
pier-table	1	0	0	0
pierpont	1	0	0	0
piersee	1	0	0	0
pietism	1	0	0	0
pietro's	0	1	0	0
piezoelectricity	1	0	0	0
pig-infested	0	0	1	0
pigen	1	0	0	0
pigeonhole	1	0	0	0
pigeons	1	0	0	0
pigmented	0	0	1	0
pigpens	1	0	0	0
pigskin	1	0	0	0
pilate's	1	0	0	0
pilate	1	0	0	0
piles	0	0	0	0
pilfering	0	1	0	0
pilgrimages	1	0	0	0
pilgrims	1	0	0	0
pillaged	0	1	0	0
pillared	0	0	0	0
pillsbury	1	0	0	0
piloting	0	0	0	0
pimpled	0	0	1	0
pimples	1	0	0	0
pimplike	0	0	1	0
pin-curl	1	0	0	0
pin-point	1	0	0	0
pinafores	1	0	0	0
pinball	1	0	0	0
pinch-hit	0	1	0	0
pinch-hitter	1	0	0	0
pinch-hitters	1	0	0	0
pine-knot	1	0	0	0
ping-pong	1	0	0	0
pinging	0	1	0	0
pinhead	1	0	0	0
pinholes	1	0	0	0
pinioned	0	1	0	0
pink-petticoated	0	0	1	0
pinkie	1	0	0	0
pinkish-white	0	0	1	0
pinkly	0	0	0	1
pinnacle	1	0	0	0
pinnacles	1	0	0	0
pinning	0	1	0	0
pinnings	1	0	0	0
pinochle	1	0	0	0
pinpointing	0	1	0	0
pinpoints	1	0	0	0
pinscher	1	0	0	0
pinsk	1	0	0	0
pint-sized	0	0	1	0
pinto	1	0	0	0
pioneer's	1	0	0	0
piously	0	0	0	1
pipers	1	0	0	0
pipgras	1	0	0	0
piracy	1	0	0	0
piraeus	1	0	0	0
pirandello	1	0	0	0
piranesi	1	0	0	0
piraro	1	0	0	0
pirie	1	0	0	0
pirogues	1	0	0	0
pisces	1	0	0	0
piss	0	1	0	0
pistachio	1	0	0	0
pistol-packing	0	0	1	0
pistol-whipped	0	1	0	0
pistol-whipping	0	1	0	0
pistoleers	1	0	0	0
piteous	0	0	1	0
pitfalls	1	0	0	0
pith	1	0	0	0
pithy	0	0	1	0
pitilessly	0	0	0	1
pitt-rivers	1	0	0	0
pittenger	1	0	0	0
pittsboro	1	0	0	0
pityingly	0	0	0	1
pivotal	0	0	1	0
pivoting	0	1	0	0
piwen	1	0	0	0
pixies	1	0	0	0
pizarro	1	0	0	0
pizzicato	1	0	0	0
placating	0	1	0	0
place-kicker	1	0	0	0
placeless	0	0	1	0
placentia	1	0	0	0
plagiarism	1	0	0	0
plaid	1	0	0	0
plaids	1	0	0	0
plain-out	0	0	0	1
plainclothes	1	0	0	0
plainest	0	0	1	0
plaintiff's	1	0	0	0
plainview	1	0	0	0
plan's	1	0	0	0
planed	0	1	0	0
planeload	1	0	0	0
planet's	1	0	0	0
planetarium	1	0	0	0
planetoid	1	0	0	0
planetoids	1	0	0	0
planoconcave	0	0	1	0
plant-location	1	0	0	0
plantain	1	0	0	0
plantings	1	0	0	0
plaque	1	0	0	0
plasm	1	0	0	0
plaster-of-paris	1	0	0	0
plasterer	1	0	0	0
plastering	1	0	0	0
plasters	1	0	0	0
plasti-bars	1	0	0	0
plastic-covered	0	0	1	0
plastically	0	0	0	1
plastisols	1	0	0	0
plated	0	1	0	0
platform-controller	1	0	0	0
plath	1	0	0	0
platitudinous	0	0	1	0
platted	0	1	0	0
platter	1	0	0	0
platters	1	0	0	0
play-acting	0	1	0	0
play-girl	1	0	0	0
play-off	1	0	0	0
playa	1	0	0	0
playable	0	0	1	0
playback	1	0	0	0
playbacks	1	0	0	0
playboy	1	0	0	0
players'	1	0	0	0
playin'	0	1	0	0
playroom	1	0	0	0
playtime	1	0	0	0
playwright-director	1	0	0	0
playwrights	1	0	0	0
playwriting	1	0	0	0
plaza	1	0	0	0
plazas	1	0	0	0
plazek	1	0	0	0
pleader	1	0	0	0
pleads	0	1	0	0
pleas	1	0	0	0
pleasance	1	0	0	0
pleasantness	1	0	0	0
pleasin'	0	1	0	0
pleasure-boat	1	0	0	0
pleats	1	0	0	0
plebeian	0	0	1	0
plee-zing	1	0	0	0
plenipotentiary	1	0	0	0
plenitude	1	0	0	0
plexiglas	1	0	0	0
pliable	0	0	1	0
pliant	0	0	1	0
pliers	1	0	0	0
plinking	0	1	0	0
pliny's	1	0	0	0
plod	0	1	0	0
plopped	0	1	0	0
plowshares	1	0	0	0
pluck	0	0	0	0
plucking	0	1	0	0
plugging	0	1	0	0
plum	1	0	0	0
plumb	1	0	0	0
plumbed	0	1	0	0
plumed	0	1	0	0
plummeting	0	1	0	0
plunder	0	0	0	0
plunderers	1	0	0	0
plundering	1	0	0	0
plunges	0	0	0	0
plunkers	1	0	0	0
pluralism	1	0	0	0
plutarch	1	0	0	0
plympton	1	0	0	0
pmr	1	0	0	0
poach	0	1	0	0
poaches	0	1	0	0
poark	1	0	0	0
pocket's	1	0	0	0
pocket-size	1	0	0	0
pocketbooks	1	0	0	0
pocketed	0	1	0	0
pocketful	1	0	0	0
pockmanster's	1	0	0	0
poconos	1	0	0	0
podgers	1	0	0	0
podium	1	0	0	0
podolia	1	0	0	0
pods	1	0	0	0
poems-in-drawing-and-type	1	0	0	0
poeple's	1	0	0	0
poet-painter	1	0	0	0
pogue	1	0	0	0
poignantly	0	0	0	1
poindexter	1	0	0	0
point-blank	0	0	0	1
pointless	0	0	1	0
poke	0	1	0	0
pokeneu	1	0	0	0
pokerfaced	0	0	1	0
polarities	1	0	0	0
polarize	0	1	0	0
polarizing	0	1	0	0
polaroid	1	0	0	0
poldowski	1	0	0	0
polecat	1	0	0	0
polemic	1	0	0	0
polemical	0	0	1	0
polemics	1	0	0	0
police-dodging	1	0	0	0
policed	0	1	0	0
policeman's	1	0	0	0
policeman-murderer	1	0	0	0
policy-making	0	0	1	0
policy-oriented	0	0	1	0
polio	1	0	0	0
polis	1	0	0	0
polishes	1	0	0	0
politburo	1	0	0	0
politicking	1	0	0	0
politico-sociological	0	0	1	0
politico	1	0	0	0
politicos	1	0	0	0
politics-ridden	0	0	1	0
polities	1	0	0	0
polity	1	0	0	0
polk's	1	0	0	0
polka-dotted	0	0	1	0
polka	1	0	0	0
polled	0	1	0	0
pollen-and-nectar	1	0	0	0
pollock's	1	0	0	0
polluted	0	1	0	0
polo	1	0	0	0
polonaise	1	0	0	0
poltawa	1	0	0	0
polyanka	1	0	0	0
polybutene	1	0	0	0
polybutenes	1	0	0	0
polyelectrolytes	1	0	0	0
polyether-type	0	0	1	0
polyethers	1	0	0	0
polygynous	0	0	1	0
polyisobutylene	1	0	0	0
polyisocyanate	1	0	0	0
polyisocyanates	1	0	0	0
polymer	1	0	0	0
polymeric	0	0	1	0
polymerizations	1	0	0	0
polymyositis	1	0	0	0
polyphosphate	1	0	0	0
polysiloxanes	1	0	0	0
polystyrene	1	0	0	0
polytonal	0	0	1	0
pomaded	0	1	0	0
pomerania	1	0	0	0
pomp	1	0	0	0
pompadour	1	0	0	0
pompeii's	1	0	0	0
pompey	1	0	0	0
pompons	1	0	0	0
pompously	0	0	0	1
pompousness	1	0	0	0
ponchielli	1	0	0	0
ponder	0	1	0	0
ponkob	1	0	0	0
ponoluu	1	0	0	0
pontiff	1	0	0	0
pontifical	0	0	1	0
pontificates	0	1	0	0
pontissara	1	0	0	0
pontius	1	0	0	0
pony's	1	0	0	0
pooched	0	1	0	0
pooh-poohed	0	1	0	0
pool-care	1	0	0	0
pool-equipment	1	0	0	0
pool-owners	1	0	0	0
pooled	0	1	0	0
pooling	0	1	0	0
poor's	1	0	0	0
poor-mouth	0	0	0	1
poor-white-trash	1	0	0	0
pop'lar	0	0	1	0
popish	0	0	1	0
poplar	1	0	0	0
poplin	1	0	0	0
poppies	1	0	0	0
poppyseed	1	0	0	0
pops's	1	0	0	0
popularism	1	0	0	0
populate	0	1	0	0
porcupines	1	0	0	0
pored	0	1	0	0
poring	0	1	0	0
pork-barrel	1	0	0	0
pornographic	0	0	1	0
porpoises	1	0	0	0
porridge	1	0	0	0
porta	1	0	0	0
portage	1	0	0	0
portant	0	1	0	0
portended	0	1	0	0
portents	1	0	0	0
porterhouse	1	0	0	0
porters	1	0	0	0
portfolio	1	0	0	0
portia	1	0	0	0
portly	0	0	1	0
portraiture	1	0	0	0
poseidon	1	0	0	0
poses	0	1	0	0
poseur	1	0	0	0
poseurs	1	0	0	0
posey	1	0	0	0
poshest	0	0	1	0
positioned	0	1	0	0
posseman	1	0	0	0
possemen	1	0	0	0
possessor	1	0	0	0
possiblities	1	0	0	0
post-census	0	0	1	0
post-civil	0	0	1	0
post-dispatch	1	0	0	0
post-inaugural	0	0	1	0
post-independence	0	0	1	0
post-mortem	1	0	0	0
post-operative	0	0	1	0
post-reapportionment	0	0	1	0
post-serialism	1	0	0	0
postage-prepaid	0	0	1	0
postcards	1	0	0	0
postmasters	1	0	0	0
postulates	1	0	0	0
potboilers	1	0	0	0
potentiometer	1	0	0	0
pothole	1	0	0	0
potions	1	0	0	0
potlatches	1	0	0	0
potomac	1	0	0	0
potowomut	1	0	0	0
potpourri	1	0	0	0
potting	0	1	0	0
pouilly-fuisse	1	0	0	0
poultry-loving	0	0	1	0
pound-foolish	0	0	1	0
pound-of-flesh	1	0	0	0
pounds'	1	0	0	0
poupin	1	0	0	0
poured-in-place	0	1	0	0
poussin's	1	0	0	0
poussins	1	0	0	0
pout	1	0	0	0
pouted	0	1	0	0
pow	1	0	0	0
powderpuff	1	0	0	0
power's	1	0	0	0
power-hungry	0	0	1	0
power-seek	1	0	0	0
power-starved	0	0	1	0
powerfulness	1	0	0	0
powerplants	1	0	0	0
powers-that-be	1	0	0	0
powicke	1	0	0	0
pq	1	0	0	0
practicability	1	0	0	0
practising	0	1	0	0
prado	1	0	0	0
pragmatism	1	0	0	0
prai	0	1	0	0
praises	0	1	0	0
pram	1	0	0	0
prams	1	0	0	0
prandtl	1	0	0	0
pranha	1	0	0	0
prank	1	0	0	0
pranks	1	0	0	0
pratakku	1	0	0	0
prattville	1	0	0	0
prayer-requests	1	0	0	0
prayer-time	1	0	0	0
prayerbooks	1	0	0	0
prayerful	0	0	1	0
prayerfully	0	0	0	1
pre-1960	0	0	1	0
pre-academic	0	0	1	0
pre-anglo-saxon	0	0	1	0
pre-assault	0	0	1	0
pre-attack	0	0	1	0
pre-cast	0	0	1	0
pre-conditions	1	0	0	0
pre-conscious	0	0	1	0
pre-cooled	0	0	1	0
pre-decoration	1	0	0	0
pre-determined	0	1	0	0
pre-drilled	0	1	0	0
pre-easter	0	0	1	0
pre-eminent	0	0	1	0
pre-employment	0	0	1	0
pre-empting	0	0	1	0
pre-emption	1	0	0	0
pre-existence	1	0	0	0
pre-existent	0	0	1	0
pre-fair	0	0	1	0
pre-french	0	0	1	0
pre-han	0	0	1	0
pre-historic	0	0	1	0
pre-legislative	0	0	1	0
pre-literate	0	0	1	0
pre-marital	0	0	1	0
pre-nuptial	0	0	1	0
pre-packed	0	0	1	0
pre-penicillin	0	0	1	0
pre-planning	1	0	0	0
pre-punic	0	0	1	0
pre-revolutionary	0	0	1	0
pre-school	0	0	1	0
pre-selling	0	0	0	0
pre-set	0	0	1	0
pre-shaped	0	0	1	0
pre-vision	1	0	0	0
pre-world-war-	0	0	1	0
preacher-singer	1	0	0	0
preaches	0	1	0	0
preambles	1	0	0	0
prearranged	0	1	0	0
precedent-based	0	0	1	0
precedes	0	1	0	0
preceeded	0	1	0	0
precept	1	0	0	0
prechlorination	1	0	0	0
precipice-walled	0	0	1	0
precipice	1	0	0	0
precipitate	1	0	0	0
precipitin	1	0	0	0
precluded	0	1	0	0
precocity	1	0	0	0
precondition	1	0	0	0
preconditions	1	0	0	0
preconscious	0	0	1	0
precooked	0	1	0	0
precut	0	1	0	0
predestined	0	1	0	0
predictability	1	0	0	0
predicting-machines	1	0	0	0
predictors	1	0	0	0
predigested	0	1	0	0
predilections	1	0	0	0
predisposed	0	1	0	0
predominant	0	0	1	0
predominated	0	1	0	0
predominately	0	0	0	1
predominates	0	1	0	0
predominating	0	1	0	0
predomination	1	0	0	0
preemployment	0	0	1	0
preening	0	1	0	0
prefab	0	0	1	0
prefectures	1	0	0	0
preferment	1	0	0	0
preferring	0	1	0	0
prefixes	1	0	0	0
prefuh	0	1	0	0
preisolated	0	1	0	0
preliterate	0	0	1	0
premonitions	1	0	0	0
premonitory	0	0	1	0
prence	1	0	0	0
prentice's	1	0	0	0
prentiss'	1	0	0	0
preoccupations	1	0	0	0
preoccupies	0	1	0	0
preordainment	1	0	0	0
prepayment	1	0	0	0
preponderantly	0	0	0	1
preponderating	0	1	0	0
preprinting	0	1	0	0
prepubescent	0	0	1	0
prepublication	1	0	0	0
prepupal	0	0	1	0
preradiation	1	0	0	0
prerogative	1	0	0	0
presage	0	1	0	0
presaged	0	1	0	0
presbyterian-st.	1	0	0	0
presbyterianism	1	0	0	0
preschool	0	0	1	0
prescribes	0	1	0	0
prescriptive	0	0	1	0
presentational	0	0	1	0
presente	0	0	0	1
presenter	1	0	0	0
presentlye	0	0	0	1
presentments	1	0	0	0
presentness	1	0	0	0
presided	0	1	0	0
presides	0	1	0	0
presley	1	0	0	0
pressed-paper	1	0	0	0
pressure-cooker	1	0	0	0
pressure-formed	0	0	1	0
pressure-happy	0	0	1	0
pressure-measuring	0	0	1	0
pressure-sensing	0	0	1	0
pressure-volume-temperature	1	0	0	0
prestidigitator	1	0	0	0
presumptions	1	0	0	0
presuppose	0	1	0	0
presupposed	0	1	0	0
presupposition	1	0	0	0
presuppositions	1	0	0	0
pretenses	1	0	0	0
pretensions	1	0	0	0
pretrial	0	0	1	0
prettiness	1	0	0	0
prevaile	0	1	0	0
prevailin'	0	1	0	0
prevayle	0	1	0	0
preview	1	0	0	0
prevost	1	0	0	0
prewar	0	0	1	0
prexy	1	0	0	0
preying	0	1	0	0
price-cutting	1	0	0	0
price-level	1	0	0	0
price-setting	1	0	0	0
price-wise	0	0	0	1
prick	0	0	0	0
pricked	0	1	0	0
pricking	0	1	0	0
prickly	0	0	0	0
pricks	1	0	0	0
priddy	1	0	0	0
pride's	1	0	0	0
pride-venus	1	0	0	0
prie-dieu	1	0	0	0
priest's	1	0	0	0
priestly	0	0	1	0
prim	0	0	1	0
primal	0	0	1	0
primate	1	0	0	0
primates	1	0	0	0
primers	1	0	0	0
priming	0	0	0	0
primitive-eclogue	1	0	0	0
primitivism	1	0	0	0
primping	0	1	0	0
princess-in-a-carriage	1	0	0	0
printable	0	0	1	0
printer's	1	0	0	0
printmaking	1	0	0	0
prior-year	1	0	0	0
private-eye	1	0	0	0
private-school	1	0	0	0
privately-owned	0	0	1	0
privet	1	0	0	0
privies	1	0	0	0
privy	1	0	0	0
prize-fight	1	0	0	0
prize-winning	0	0	1	0
pro-ball	1	0	0	0
pro-castro	0	0	1	0
pro-europe	0	0	1	0
pro-hearst	0	0	1	0
pro-neutralist	0	0	1	0
pro-tem	0	0	1	0
pro-trujillo	0	0	1	0
pro-u.n.f.p.	0	0	1	0
pro-yankee	0	0	1	0
probabilistic	0	0	1	0
probings	1	0	0	0
probity	1	0	0	0
probl'y	0	0	0	1
problematical	0	0	1	0
probly	0	0	0	1
procaine	1	0	0	0
process-server	1	0	0	0
processional	1	0	0	0
processors	1	0	0	0
proclivities	1	0	0	0
procrastinate	0	1	0	0
procrastination	1	0	0	0
procreativity	1	0	0	0
proctors	1	0	0	0
prod	0	0	0	0
prodding	0	1	0	0
prodigal	0	0	1	0
prodigally	0	0	0	1
prodigies	1	0	0	0
producer-hubby	1	0	0	0
producers'	1	0	0	0
producin'	0	1	0	0
productivity-share	1	0	0	0
profane	0	0	1	0
professes	0	1	0	0
professeur	1	0	0	0
professionalism	1	0	0	0
professor's	1	0	0	0
professorship	1	0	0	0
profet	1	0	0	0
profili	1	0	0	0
profit-motivated	0	0	1	0
profit-sharing	0	0	1	0
profitability	1	0	0	0
profoundest	0	0	1	0
profoundity	1	0	0	0
progandist	1	0	0	0
prognoses	1	0	0	0
prognostication	1	0	0	0
prognosticator	1	0	0	0
program's	1	0	0	0
programmes	1	0	0	0
progressivism	1	0	0	0
prohibitive	0	0	1	0
prohibiton	1	0	0	0
prohibits	0	1	0	0
projectile	1	0	0	0
projectiles	1	0	0	0
projector	1	0	0	0
proliferated	0	1	0	0
prolong	0	1	0	0
prolongation	1	0	0	0
prolongs	0	1	0	0
promazine	1	0	0	0
promenades	1	0	0	0
prometheus	1	0	0	0
promoter	1	0	0	0
promptings	1	0	0	0
promulgating	0	1	0	0
promulgators	1	0	0	0
proneness	1	0	0	0
pronouncing	0	1	0	0
pronto	0	0	0	1
prop.	1	0	0	0
propagate	0	1	0	0
propagated	0	1	0	0
propelled	0	1	0	0
propeller-driven	0	0	1	0
propelling	0	1	0	0
propertius	1	0	0	0
prophecies	1	0	0	0
prophesies	0	1	0	0
propitiate	0	1	0	0
proportionality	1	0	0	0
proportionally	0	0	0	1
propositioned	0	1	0	0
propping	0	1	0	0
proprietory	0	0	1	0
propulsions	1	0	0	0
propylaea	1	0	0	0
propylthiouracil	1	0	0	0
prorate	0	1	0	0
prosceniums	1	0	0	0
proscribe	0	1	0	0
proscribed	0	1	0	0
prosecution's	1	0	0	0
prosecutions	1	0	0	0
proselytizing	0	1	0	0
prosodies	1	0	0	0
prosopopoeia	1	0	0	0
prospering	0	1	0	0
prospers	0	1	0	0
prossed	0	1	0	0
prosser	1	0	0	0
protease	1	0	0	0
protectively	0	0	0	1
protectorate	1	0	0	0
protege	1	0	0	0
protein-bound	0	0	1	0
proteolytic	0	0	1	0
protestant-dominated	0	0	1	0
protitch	1	0	0	0
proto-athabascan	1	0	0	0
proto-senility	1	0	0	0
proto-yokuts	1	0	0	0
protoplasm	1	0	0	0
protoplasmic	0	0	1	0
prototypical	0	0	1	0
protozoan	0	0	1	0
protracted	0	1	0	0
protrude	0	1	0	0
protrusion	1	0	0	0
protuberance	1	0	0	0
prouder	0	0	1	0
proudest	0	0	1	0
proudhon	1	0	0	0
proust	1	0	0	0
provdied	0	1	0	0
provenance	1	0	0	0
proverbs	1	0	0	0
providence's	1	0	0	0
providential	0	0	1	0
provincetown	1	0	0	0
provisioned	0	1	0	0
provisons	1	0	0	0
provocateurs	1	0	0	0
provocatively	0	0	0	1
prow	1	0	0	0
prowazwki	1	0	0	0
prowl	0	0	0	0
prowled	0	1	0	0
prowlers	1	0	0	0
proxmire	1	0	0	0
prudent	0	0	1	0
prudential	0	0	1	0
prudentially	0	0	0	1
prudently	0	0	0	1
prune	1	0	0	0
pruned	0	1	0	0
prunes	1	0	0	0
prurient	0	0	1	0
prussian	0	0	1	0
pruta	1	0	0	0
prying	0	1	0	0
psalm	1	0	0	0
pseudo-emotion	1	0	0	0
pseudo-feeling	1	0	0	0
pseudo-happiness	1	0	0	0
pseudo-patriotism	1	0	0	0
pseudo-questions	1	0	0	0
pseudo-scientific	0	0	1	0
pseudo-sophistication	1	0	0	0
pseudo-symmetric	0	0	1	0
pseudo-willing	1	0	0	0
pseudo	0	0	1	0
pseudomonas	1	0	0	0
pseudonym	1	0	0	0
pseudynom	1	0	0	0
psyches	1	0	0	0
psychically-blind	0	0	1	0
psycho-physiology	1	0	0	0
psychoanalyst	1	0	0	0
psychological-intellectual	0	0	1	0
psychopharmacological	0	0	1	0
psychopomp	1	0	0	0
psychosomatic	0	0	1	0
psychotherapeutic	0	0	1	0
psychotherapists	1	0	0	0
psychotic	0	0	1	0
pta	1	0	0	0
pterygia	1	0	0	0
ptolemaists	1	0	0	0
pualani	1	0	0	0
pub	1	0	0	0
puberty	1	0	0	0
public-address	1	0	0	0
publically	0	0	0	1
publicists	1	0	0	0
publick	0	0	1	0
pubs	1	0	0	0
puckering	0	1	0	0
puckish	0	0	1	0
puddings	1	0	0	0
puddingstone	1	0	0	0
puddle	1	0	0	0
pueri	1	0	0	0
puerile	0	0	1	0
puff	0	1	0	0
puffs	0	1	0	0
pug-nosed	0	0	1	0
puke	1	0	0	0
pullman's	1	0	0	0
pullmans	1	0	0	0
pulpits	1	0	0	0
pulsations	1	0	0	0
pulse-jet	1	0	0	0
pulse-timing	0	0	1	0
pulsed	0	1	0	0
pulverizing	0	1	0	0
pumblechook	1	0	0	0
pummeled	0	1	0	0
pump-priming	1	0	0	0
pumpkin	1	0	0	0
pun	1	0	0	0
punchbowl	1	0	0	0
punched-card	1	0	0	0
punched	0	1	0	0
punches	1	0	0	0
punching	0	0	0	0
punctuality	1	0	0	0
puncturing	0	1	0	0
punditry	1	0	0	0
pundits	1	0	0	0
pungency	1	0	0	0
punishable	0	0	1	0
punishes	0	1	0	0
punishing	0	1	0	0
punitive	0	0	1	0
punks	1	0	0	0
punster	1	0	0	0
punted	0	1	0	0
pupated	0	1	0	0
pupates	0	1	0	0
puppet's	1	0	0	0
puppies	1	0	0	0
puppyish	0	0	1	0
purcell	1	0	0	0
purchaser's	1	0	0	0
purdue's	1	0	0	0
purge	0	0	0	0
purging	0	0	0	0
purifying	0	1	0	0
purism	1	0	0	0
purists	1	0	0	0
puritan	0	0	1	0
puritanical	0	0	1	0
purling	0	1	0	0
purloined	0	1	0	0
purple-black	0	0	1	0
purpling	0	1	0	0
purportedly	0	0	0	1
purposed	0	1	0	0
purposefully	0	0	0	1
purposeless	0	0	1	0
purposively	0	0	0	1
purses	1	0	0	0
pursewarden	1	0	0	0
purtiest	0	0	1	0
purveyor	1	0	0	0
purveyors	1	0	0	0
pushin'	0	0	0	0
pussycat	1	0	0	0
put-upon	0	0	1	0
putains	1	0	0	0
putout	1	0	0	0
puttana	1	0	0	0
putted	0	1	0	0
putter	1	0	0	0
putty-like	0	0	1	0
putty	1	0	0	0
puzzlement	1	0	0	0
puzzler	1	0	0	0
pye	1	0	0	0
pyhrric	0	0	1	0
pynte	1	0	0	0
pyocanea	1	0	0	0
pyorrhea	1	0	0	0
pyramid	0	0	0	0
pyramidal	0	0	1	0
pyramids	1	0	0	0
pyre	1	0	0	0
pyrometers	1	0	0	0
pyrophosphate	1	0	0	0
pyschiatrist	1	0	0	0
pythagoreans	1	0	0	0
q3	1	0	0	0
quacked	0	1	0	0
quadrennial	0	0	1	0
quadriceps	1	0	0	0
quadripartite	0	0	1	0
quadruple	0	1	0	0
quadrupled	0	1	0	0
quadrupling	1	0	0	0
quagmire	1	0	0	0
quake's	1	0	0	0
quakeress	1	0	0	0
quaking	0	1	0	0
qualifying	0	1	0	0
qualms	1	0	0	0
quarrymen	1	0	0	0
quarter-century-old	0	0	1	0
quarter-inch	1	0	0	0
quarter-to-quarter	0	0	1	0
quarterbacks	1	0	0	0
quarts	1	0	0	0
quartz	1	0	0	0
quashed	0	1	0	0
quasi-folk	0	0	1	0
quasi-governmental	0	0	1	0
quasi-mechanistic	0	0	1	0
quasi-performer	1	0	0	0
quasi-recitative	0	0	1	0
quaver	1	0	0	0
quavered	0	1	0	0
queasiness	1	0	0	0
quebec's	1	0	0	0
quebec	1	0	0	0
queerer	0	0	1	0
queerest	0	0	1	0
quelch	1	0	0	0
quelling	0	1	0	0
quench	0	1	0	0
quenching	1	0	0	0
querulous	0	0	1	0
querulously	0	0	0	1
query	1	0	0	0
querying	0	1	0	0
question-and-answer	1	0	0	0
questionaire	1	0	0	0
questioners	1	0	0	0
questioningly	0	0	0	1
queued	0	1	0	0
quibble	0	1	0	0
quibs	1	0	0	0
quick-drying	0	0	1	0
quick-frozen	0	1	0	0
quick-handling	0	0	1	0
quick-kill	1	0	0	0
quick-wate	1	0	0	0
quicken	0	1	0	0
quickened	0	1	0	0
quickest	0	0	1	0
quickness	1	0	0	0
quickstep	0	0	0	0
quiet-spoken	0	0	1	0
quilted	0	1	0	0
quintana	1	0	0	0
quintet	1	0	0	0
quintets	1	0	0	0
quipping	0	1	0	0
quirk	1	0	0	0
quirking	0	1	0	0
quirks	1	0	0	0
quits	0	1	0	0
quivered	0	1	0	0
quivers	1	0	0	0
quizzical	0	0	1	0
quyne	1	0	0	0
quyney	1	0	0	0
r-5th	1	0	0	0
r-6th	1	0	0	0
r-bergen	1	0	0	0
r-cape	1	0	0	0
r-warren	1	0	0	0
r.'s	1	0	0	0
r.a.f.	1	0	0	0
r.l.	1	0	0	0
ra	1	0	0	0
rabat	1	0	0	0
rabaul	1	0	0	0
rabbeting	1	0	0	0
rabies	1	0	0	0
raccoon	1	0	0	0
racers	1	0	0	0
racially	0	0	0	1
racie	1	0	0	0
racists	1	0	0	0
racked	0	1	0	0
racking	0	1	0	0
rackmil	1	0	0	0
racks	1	0	0	0
racquet	1	0	0	0
radar-type	1	0	0	0
radetzky	1	0	0	0
radhakrishnan	1	0	0	0
radiate	0	1	0	0
radiates	0	1	0	0
radiating	0	1	0	0
radiation-produced	0	0	1	0
radiocarbon	1	0	0	0
radioclast	1	0	0	0
radiography	1	0	0	0
radiomen	1	0	0	0
radionic	0	0	1	0
radiosterilized	0	1	0	0
rads	1	0	0	0
raesz	1	0	0	0
rafael	1	0	0	0
rafer	1	0	0	0
raffish	0	0	1	0
rafter	1	0	0	0
raftered	0	0	1	0
rafters	1	0	0	0
rafts	1	0	0	0
rages	1	0	0	0
raggedness	1	0	0	0
raided	0	1	0	0
raiders	1	0	0	0
rail-mobile	0	0	1	0
railbirds	1	0	0	0
raillery	1	0	0	0
railroader	1	0	0	0
railroading	1	0	0	0
railway-based	0	0	1	0
railways	1	0	0	0
raimu	1	0	0	0
rain's	0	1	0	0
rain-slick	0	0	1	0
rainbow-hued	0	0	1	0
raindrops	1	0	0	0
raine	1	0	0	0
rainless	0	0	1	0
raiser	1	0	0	0
raisin	1	0	0	0
rajah	1	0	0	0
rak	1	0	0	0
rakestraw	1	0	0	0
rakish	0	0	1	0
rakishly	0	0	0	1
rallied	0	1	0	0
rallying	0	0	0	0
